symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
FEROZ,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FFBL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FFLM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FHAM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FIBLM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FIMM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FLYNG,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FPJM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FPRM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FRCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FRSM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FTMM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FTSM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FUDLM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
FZCM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GAL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GAMON,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GATI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GEMPAPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GEMSPNL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GEMUNSL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GFIL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GGGL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GGL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GHGL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GHNI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GIL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GLAXO,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GLPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GOC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GTYR,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GVGL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
GWLC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HABSM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HAEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HAFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HALEON,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HCAR,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HINO,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HINOON,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HTL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
HUBC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
IBFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
IBLHL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ICL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
IDRT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
IDSM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ILP,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
IMAGE,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
INIL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
INKL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ISL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ITTEFAQ,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
JDMT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
JDWS,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
JSML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
JVDC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KHYT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KOHC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KOHE,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KOHTM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KPUS,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KSBP,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
KTML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LCI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LEUL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LOTCHEM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LPGL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
LUCK,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MACFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MACTER,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MARI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MEBL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MERIT,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MFFL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MLCF,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MODAM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MSCL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MTL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MUGHAL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
MZNPETF,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NATF,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NATM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NESTLE,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NETSOL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NRL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NRSL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
NSRM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
OBOY,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
OGDC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
OLPM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
OML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
ORM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PABC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PAEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PAKD,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PHDL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PIBTL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PIM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PIOC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PKGS,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PMI,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PNSC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
POML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
POWER,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PPP,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PREMA,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PRL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PSEL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PSMC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PSO,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PSYL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
PTL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
QUET,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
QUICE,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
RCML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
REDCO,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
RMPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
RPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
RUPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SANSM,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SAPL,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SARC,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SASML,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
SAZEW,2023-12-26,2024-06-25,2023-12-26,official_full_screening_table,medium,review_2023_h1,Directly parsed compliant rows from official PSX screening table. Exact index membership may differ because defaulter formatting and other exclusions are not consistently machine-readable.,False,True
